Name,Branch,Age,Education,Income_K,Deposit
"Morris, Malcolm",Fairlawn,39,5. Advanced Degree,76.4,8731.71
"Baty, Talon",Solon,40,3. Some College,85.7,11583.03
"Nguyen, Ji",Fairlawn,18,2. HS Grad,36.7,4098.18
"Page, Cassandra",Fairlawn,30,2. HS Grad,21.6,2810.25
"Kang, Sara",Fairlawn,33,2. HS Grad,75.8,9506.18
"Hatfield, Makayla",Fairlawn,38,2. HS Grad,85.4,8390.2
"Dietrick, Cheemeng",Stow,41,2. HS Grad,71.8,6569.75
"Serrano, Shantavia",Akron,43,3. Some College,46.2,5067.1
"Romo, Michael",Akron,44,4. College Grad,39.9,3251.74
"Albanez, Brechelle",Fairlawn,42,4. College Grad,77.9,11135.09
"Norman, Ryan",Akron,54,3. Some College,47.9,3854.62
"Powers, Kelvin",Fairlawn,41,2. HS Grad,66.3,6282.77
"Diaz, Brianna",Fairlawn,49,5. Advanced Degree,41.4,5790.02
"Brandon, Holli",Akron,61,5. Advanced Degree,22.1,1954.77
"Covington, Aiisha",Fairlawn,36,3. Some College,51.6,4342.83
"Villa, Brenda",Twinsburg,57,3. Some College,54.5,7867.64
"Mendez, Shyla",Solon,50,2. HS Grad,49.1,5541.14
"Rice, Brittany",Fairlawn,28,3. Some College,54.9,7872.23
"Koka, Keeazharae",Hudson,46,5. Advanced Degree,200.7,25772.45
"Rogers, Colton",Twinsburg,32,1. < HS Grad,17,1820.24
"Bauer, Uyanga",Akron,48,2. HS Grad,77.7,9397.21
"Berkholder, Ashley",Akron,61,3. Some College,60.4,6755.96
"Meyer, Cody",Kent,50,4. College Grad,81.3,7936.94
"Hartel, Yoshi",Hudson,36,3. Some College,87.1,11368.64
"Rivera, David",Kent,52,2. HS Grad,46.6,5483.19
"Van, Jennifer",Fairlawn,33,4. College Grad,87.4,10457.51
"Richey, George",Akron,36,4. College Grad,78.9,10344.75
"Enriquez, Nicole",Akron,64,2. HS Grad,74.2,8313.88
"Taylor, Tyrell",Fairlawn,36,4. College Grad,24.6,2889.85
"Castrejon, Uriel",Fairlawn,46,2. HS Grad,45.1,5834.14
"Walck, Cheyenne",Kent,42,2. HS Grad,46.3,5177
"Lor, Jina",Stow,61,3. Some College,74.9,7210.8
"Baird, Tylee",Hudson,52,3. Some College,66.3,8809.21
"Leber, Cheyenne",Akron,30,3. Some College,36.1,4291.08
"Liquete, Leeah",Stow,41,5. Advanced Degree,91.7,10916.42
"Wall, Toby",Akron,32,4. College Grad,55.3,7735.28
"Jurica, Alyssa",Twinsburg,42,3. Some College,42.4,5417.17
"Knight, Tylor",Solon,29,4. College Grad,77.6,10796.43
"Kang, Rebecca",Fairlawn,39,2. HS Grad,72.8,7672.61
"Berry, Zachery",Kent,43,2. HS Grad,20.9,3945.07
"Nguyen, Destiny",Kent,49,3. Some College,54.3,7601.6
"Alfaro, Diana",Fairlawn,42,5. Advanced Degree,90.8,12006.61
"Johnston, Sidney",Hudson,40,5. Advanced Degree,104.6,11921.11
"Auyeung, Laurence",Hudson,24,2. HS Grad,38,3479.93
"Mendoza, Carolina",Fairlawn,40,3. Some College,62,6006.99
"Kmetz, Addy",Solon,48,2. HS Grad,44.8,5843.01
"Sandoval, Jessenya",Akron,60,2. HS Grad,50.5,6986.01
"Mclaughlin, Shane",Fairlawn,24,1. < HS Grad,44.9,5245.24
"Refuerzo, Max",Kent,55,3. Some College,62.8,5933.93
"Kabotie, Victoria",Fairlawn,27,2. HS Grad,39.7,5360.8
"Hernandez, Alain",Akron,54,4. College Grad,43.3,5334.8
"Ursery, Emily",Akron,51,2. HS Grad,66.5,7729.49
"Aragon, Aaron",Solon,19,2. HS Grad,21.7,3754.59
"Andrini, Fernando",Kent,57,4. College Grad,70.5,9257.78
"Atsepoyi, Naomi",Fairlawn,34,1. < HS Grad,37.2,2822.25
"Sanders, Jennifer",Hudson,60,4. College Grad,68.1,7580.35
"Peters, Gavin",Kent,49,3. Some College,42.5,5209.07
"Jaramillo, Salvador",Fairlawn,62,4. College Grad,69.2,10005.96
"Martin-Padilla, Tiara",Kent,52,5. Advanced Degree,31.4,2579.47
"Slaughter, Ricardo",Stow,28,4. College Grad,47.2,6746.29
"Escobedo, Kimberly",Fairlawn,23,4. College Grad,62.6,5572.7
"Brazee, Nena",Stow,48,4. College Grad,64.4,8350.28
"Dozier, Mariah",Stow,26,4. College Grad,65.7,6355.92
"Cunningham, Laurissa",Fairlawn,60,2. HS Grad,83.9,8312.14
"Lawrence, Kalere",Akron,28,2. HS Grad,35.8,5576.5
"Burciaga, Juan",Stow,60,2. HS Grad,55.1,5805.68
"Nelson, Trey",Akron,66,2. HS Grad,59.3,5508.56
"Clark, D'Razhane",Akron,29,3. Some College,45.2,6594.5
"Lee, Seth",Kent,22,2. HS Grad,33.9,2739.31
"Velarde, Carlos",Fairlawn,34,2. HS Grad,40.9,3734.03
"Truong, Andrew",Hudson,32,4. College Grad,45.7,5381.12
"Lee, Maile",Akron,53,5. Advanced Degree,35.3,3987.98
"Bernabo, Shraya",Solon,52,3. Some College,43,5810.28
"Cox-Robinson, Rhian",Kent,47,2. HS Grad,25.5,1698.97
"Gaines, Jessy Jo",Twinsburg,43,2. HS Grad,55.2,5390.28
"Rodriquez, Jennifer",Akron,57,5. Advanced Degree,178.2,24335.5
"Griego, Shawn",Twinsburg,54,2. HS Grad,27.8,3308.39
"Segura, Amanda",Akron,62,4. College Grad,34.8,4636.43
"Huizar, Heidy",Kent,44,4. College Grad,76.9,10242.03
"Liang, Jonathan",Twinsburg,52,3. Some College,37.9,3327.3
"Gallegos, Javier",Fairlawn,37,3. Some College,77.2,8806.1
"Schaefer, Jace",Hudson,42,2. HS Grad,50.5,6819.38
"Lenon, Desana",Kent,51,5. Advanced Degree,80.4,8792.53
"Silos, Kevin",Stow,37,1. < HS Grad,48.4,4612.81
"Isacoff, Zachary",Hudson,50,2. HS Grad,54.2,6715.41
"Miles, Chynna",Twinsburg,64,5. Advanced Degree,123.5,17918.06
"Dwivedi, Huong",Akron,49,2. HS Grad,39.1,5556.04
"Rouze, Marisa",Kent,63,4. College Grad,63.1,8701
"Morris, Taylor",Twinsburg,50,4. College Grad,38.4,5163.83
"Hickins, Caleb",Fairlawn,31,5. Advanced Degree,63.3,9237.94
"Mckenny, Nicole",Solon,49,3. Some College,56.8,6538.98
"Bui, Garam",Kent,57,2. HS Grad,40.6,4136.34
"Barabe, Mallory",Hudson,45,2. HS Grad,78.6,10962.5
"Miller, Aaron",Fairlawn,44,3. Some College,72.6,9603.09
"Howell, Tia",Hudson,19,2. HS Grad,17.7,1851.24
"Seitz, Micah",Fairlawn,32,4. College Grad,56.5,6429.53
"Sigarst, Jazz",Kent,37,5. Advanced Degree,64.6,5813.22
"Sherer, Kadoranne",Akron,45,2. HS Grad,38.1,5641.4
"Lee, Jiehao",Hudson,59,3. Some College,62.8,6700.2
"Palmier, Sebastian",Akron,72,5. Advanced Degree,79.1,10756.01
"Gonzales, Devonte",Fairlawn,32,2. HS Grad,70.6,9708.06
"Martinez, Kurstyn",Kent,40,3. Some College,58.5,4967.28
"Garcia, Nathaniel",Stow,48,4. College Grad,57.4,5865.07
"Scott, Yvette",Kent,47,3. Some College,42.3,6491.33
"Pohlenz, Cassie",Fairlawn,55,4. College Grad,71.7,8838.89
"Kim, Kevin",Akron,43,5. Advanced Degree,87.8,9888.85
"Romero, Fabian",Hudson,40,3. Some College,74.6,9749.38
"Bitsie, Montana",Akron,59,2. HS Grad,68,7232.57
"Werner, Anyssa",Fairlawn,40,1. < HS Grad,64.8,8697.19
"Smith, Zhjade",Twinsburg,52,2. HS Grad,35.8,4561.33
"Pak, Tue Yer",Kent,65,1. < HS Grad,49.7,6736.59
"Brown, Kevin",Kent,33,5. Advanced Degree,94.4,12263.93
"Bauer, Jeffery",Kent,54,3. Some College,63.5,6809.87
"Clark, Vaughn",Twinsburg,44,1. < HS Grad,68.8,8988.82
"Park, Kabita",Solon,39,4. College Grad,82.9,8798.45
"Lott, Jacob",Hudson,29,4. College Grad,51.6,4715.68
"Stone, Erin",Hudson,37,2. HS Grad,77,7937.07
"Bailey, Theodore",Fairlawn,47,2. HS Grad,66.4,8822.57
"Denker, Henry",Akron,56,1. < HS Grad,56.5,5871.47
"Neumayr, Michael",Kent,39,4. College Grad,78.4,10859.04
"Barron-Gamboa, Paola",Fairlawn,29,1. < HS Grad,28.3,3161.59
"Garvert, Weston",Kent,33,4. College Grad,89.3,9128.47
"Chandramouli, Cheng",Akron,42,2. HS Grad,54.9,4532.45
"Martinez, Alyssa",Twinsburg,42,4. College Grad,113.5,14336.42
"Sanders-Ryder, Yohanes",Kent,56,5. Advanced Degree,56.2,4652.27
"Smith, Adail",Fairlawn,55,5. Advanced Degree,63.4,6196.5
"Crowe, Jonni Lynn",Kent,52,2. HS Grad,30.1,4069.07
"Ronquillo, Adriana",Stow,39,5. Advanced Degree,75.1,7972.44
"Hoang, Holden",Fairlawn,26,3. Some College,51.9,5554.35
"Khat, Michael",Twinsburg,45,5. Advanced Degree,70.9,9066.69
"Nordic, Dominic",Akron,50,4. College Grad,39.9,3138.05
"Wisham, Ayala",Stow,56,4. College Grad,16,1853.92
"Carson, Zachary",Kent,43,4. College Grad,61.4,7086.46
"Holiday, Heather",Fairlawn,51,1. < HS Grad,69.5,9058.04
"Luke, Kendra",Solon,62,2. HS Grad,49.7,4381.77
"Parker, Jathan",Kent,39,1. < HS Grad,38.7,6034.82
"Patterson, La' George",Hudson,30,3. Some College,51.6,4176.5
"Sandoval, Emilio",Twinsburg,49,4. College Grad,94.2,13243.05
"Zheng, Ronald",Akron,43,4. College Grad,74,7059.65
"Cervantes, Robert",Kent,19,3. Some College,33.4,3528.63
"Choi, Brianna",Twinsburg,45,4. College Grad,60.3,8266.72
"Arnold, Taylor",Solon,37,5. Advanced Degree,121.2,16847.64
"Nghiem, Grace",Stow,37,5. Advanced Degree,110.9,12873.7
"Suarez-Jaimes, Gabriela",Stow,19,2. HS Grad,37.4,5481.15
"Wang, Nilam",Fairlawn,26,1. < HS Grad,38.3,5593.27
"Joseph, Michael",Fairlawn,50,4. College Grad,47.3,7020.53
"Scott, Malachai",Fairlawn,43,4. College Grad,81.1,9769.87
"Penny, Devin",Kent,52,5. Advanced Degree,123.2,14287.81
"Arviso, Chase",Kent,42,2. HS Grad,70.6,9199.67
"Miller, Elisha",Akron,39,3. Some College,37.2,3743.84
"Gardner, Cheyane",Fairlawn,55,2. HS Grad,83.3,11053.7
"Weber, Carolyn",Akron,47,4. College Grad,56.7,7920.8
"Palomino, Raelynn",Kent,55,4. College Grad,66.9,6768.16
"Kaiser, Thaiala",Akron,38,4. College Grad,60.7,5313.04
"Cochran, James",Akron,48,5. Advanced Degree,115.6,16521.66
"Meza, Suriah",Fairlawn,52,3. Some College,69.7,8821.89
"Hernandez Rios, Deyanira",Solon,44,5. Advanced Degree,98,10081.62
"Elliott, Mackenzie",Fairlawn,52,3. Some College,67.2,7613.72
"Murphy, Charles",Hudson,48,1. < HS Grad,36.8,5405.51
"Chen, Kelsey",Kent,21,4. College Grad,57.1,6041.68
"Cramer, Christopher",Twinsburg,81,2. HS Grad,40.8,6245.61
"Testerman, Thaylor",Akron,41,3. Some College,46.3,4107.02
"Rohrkaste, Sunshine",Solon,53,5. Advanced Degree,83.1,9416.71
"Holden, Belen",Hudson,26,2. HS Grad,54.8,7463.16
"Martin, Tierra",Kent,46,5. Advanced Degree,84.5,9268.54
"Mccabe, Harrison",Akron,60,2. HS Grad,39,5734.21
"Maddux, Evan",Fairlawn,24,4. College Grad,63.7,6367.25
"Casto, Alicia",Fairlawn,58,5. Advanced Degree,59.1,6246.94
"Young, Mark",Akron,46,3. Some College,67.9,8453.78
"Doughty, Sally",Stow,37,4. College Grad,56.1,7455.48
"Dent, Cameron",Hudson,53,1. < HS Grad,37.9,5437.53
"Davis Ingham, Corey",Akron,46,4. College Grad,46.6,6576.57
"Fitzgibbons, Hunter",Fairlawn,61,2. HS Grad,48.3,6169.94
"Bender, Haley",Akron,56,3. Some College,42.5,5373.38
"Stewart, Ty",Akron,42,2. HS Grad,34.5,4255.62
"Duran, David",Kent,65,1. < HS Grad,49.8,5715.48
"Teferi, Barbryuna",Stow,25,1. < HS Grad,42.1,4926.6
"Ingram, Kelsey",Akron,61,5. Advanced Degree,58.8,6355.3
"Whisler, Tashena",Fairlawn,42,2. HS Grad,45,5951.92
"Jackson, Michael",Fairlawn,40,1. < HS Grad,39.4,4002.64
"Chaparro Medina, Maria",Stow,54,3. Some College,64.6,7186.17
"Santorno, Colby",Fairlawn,50,3. Some College,53.6,4768.87
"Scott, Donovan",Twinsburg,46,2. HS Grad,46.6,4752.3
"Mcbride, Taylor",Fairlawn,51,3. Some College,94.4,10033.72
"Longwolf, Megan",Twinsburg,64,2. HS Grad,63.2,8471.44
"Sobolewski, Megan",Solon,22,2. HS Grad,37.1,3249.83
"Torres, Nikkolas",Hudson,55,5. Advanced Degree,108.6,15268.03
"Jolly, Trenton",Solon,40,5. Advanced Degree,51.3,6819.1
"Lee, Vivian",Fairlawn,24,2. HS Grad,35.4,2473.73
"Guill, Anthony",Fairlawn,39,5. Advanced Degree,82.5,11541.27
"Meza Moreno, Tyler",Kent,22,5. Advanced Degree,121.4,16631.41
"Ransom, Corrina",Fairlawn,47,4. College Grad,31.2,3763.73
"Ionash, Tanner",Kent,30,5. Advanced Degree,74.1,7515.96
"Truong, Joshua",Akron,34,5. Advanced Degree,98.4,9952.9
"Smith, Malaya",Akron,70,1. < HS Grad,41.1,6223.09
"Creel, Randal",Fairlawn,46,2. HS Grad,57.5,5515.71
"Graves, Philycia",Fairlawn,56,2. HS Grad,30.3,4313.81
"Romero, Christian",Stow,42,1. < HS Grad,59.3,5372.64
"Burnett, Latessa",Akron,52,1. < HS Grad,38.1,3847.55
"Zhu, Panupoan",Kent,32,1. < HS Grad,31,2639.22
"Sotam, Lily Clare",Solon,58,2. HS Grad,41.3,5412.05
"Beno, Taylor",Stow,34,5. Advanced Degree,90.4,10782.37
"Gray, Kelly",Twinsburg,43,2. HS Grad,56.2,6326.91
"Nolte, Kayla",Akron,57,3. Some College,58.3,5553.23
"Bautista, Yue",Solon,27,1. < HS Grad,35,5349.48
"Lenahan, Jamie",Hudson,66,5. Advanced Degree,56.2,8247.86
"Crump, Kimberly",Stow,39,5. Advanced Degree,68.6,7603.5
"Rossell, Emily",Twinsburg,34,5. Advanced Degree,42.9,3612.69
"Crazybear, Danni",Akron,26,2. HS Grad,30.3,3118.9
"Chavez, Alycia",Kent,51,2. HS Grad,27.1,2047.46
"Maurer, Dametriese",Fairlawn,27,4. College Grad,67.8,6843.84
"Holt, Christian",Fairlawn,29,2. HS Grad,29.3,3431.6
"Allison, Summer",Kent,48,3. Some College,85.4,11315.19
"Wagner, Tyler",Fairlawn,50,3. Some College,102.3,10983.51
"Farrington, Arrlando",Fairlawn,32,1. < HS Grad,47.3,6582.41
"Senn, Bradley",Fairlawn,29,2. HS Grad,53.9,7216.64
"Villanueva, Anthony",Solon,50,4. College Grad,65.9,7850.75
"Moreno, Lucas",Kent,43,5. Advanced Degree,69.6,7961.2
"Winter, Timothy",Akron,26,4. College Grad,59.1,5893.61
"Evan-Buels, Matthew",Fairlawn,43,2. HS Grad,32.8,2406.74
"Karva, Ayana",Fairlawn,52,4. College Grad,40.8,6136.27
"Fleming, Nazaar",Akron,33,2. HS Grad,51.4,6677.77
"Webster, Ashley",Akron,23,2. HS Grad,26.4,2441.21
"Lucero, David",Fairlawn,48,3. Some College,78.7,7672.05
"Fish, Adam",Akron,45,4. College Grad,78.5,10257.06
"Badsky, Kiana",Fairlawn,37,5. Advanced Degree,105.9,14926.04
"Chavira-Brollier, Kelly",Kent,22,4. College Grad,72.2,9223.15
"Martinez-Morales, Rolando",Akron,59,2. HS Grad,22.3,3945.02
"Gast, Ohitike",Akron,56,4. College Grad,67.6,7785.04
"Vieyra Patino, Mathew",Kent,38,4. College Grad,181.6,25718.93
"Boykin, Tia Shaye",Akron,59,2. HS Grad,44.7,6503.54
"Koskovich, Julia",Solon,49,5. Advanced Degree,90.2,9987.19
"Barela, Miranda",Fairlawn,51,2. HS Grad,47,4013.08
"Watson, Cynthia",Kent,33,5. Advanced Degree,99.7,10597.04
"Nightwalker, Adjoa",Akron,50,2. HS Grad,57.7,8151.35
"Kennon, Amya",Fairlawn,53,2. HS Grad,61.1,6239.8
"Johnson, Preston",Stow,47,2. HS Grad,44.2,6214.08
"Montez, Jasmine",Twinsburg,50,2. HS Grad,67.2,7439.9
"Nading, Kathryn",Kent,53,4. College Grad,39.3,4251.95
"Prusse, Mckenna",Twinsburg,45,4. College Grad,57.6,5311.62
"Leehang, Jim",Fairlawn,44,4. College Grad,72,7130.42
"Yang, Phuong",Twinsburg,45,3. Some College,82.1,9966.8
"Washington, Christopher",Kent,48,3. Some College,179.7,23620.55
"Kwan, Anthony",Kent,18,4. College Grad,36.6,4974.01
"Williams, Eric",Akron,61,2. HS Grad,23.8,3055.75
"Vogel, Bobby",Kent,42,1. < HS Grad,35,4858.82
"Khatri, Kaylan",Akron,40,4. College Grad,52.3,6213.11
"Price, Erica",Fairlawn,44,5. Advanced Degree,98,10029.09
"Dul, Alcarita",Akron,49,2. HS Grad,56.8,7642.06
"Perez, Cindy",Fairlawn,50,2. HS Grad,34.3,5055.16
"Chess, Joseph",Akron,43,4. College Grad,68.7,8411.22
"Burnett, Daijahnae",Akron,41,3. Some College,41.5,4735.65
"Ponce, Jaclyn",Solon,39,2. HS Grad,35.3,4272.39
"Shangreaux, Donovan",Akron,65,1. < HS Grad,24.7,3017.81
"Baker, Alexzandria",Fairlawn,54,4. College Grad,53.2,6302.87
"Moua, Johnny",Fairlawn,36,4. College Grad,71,6453.44
"Arnold, Angelica",Kent,29,2. HS Grad,74.5,7111.22
"Yin, Gourisankar",Kent,43,2. HS Grad,45.4,5024.5
"Garcia, Tyler",Kent,38,2. HS Grad,73.5,6757.78
"Enos, Jesse",Akron,36,2. HS Grad,43,5458.86
"Young, Jeremy",Fairlawn,48,2. HS Grad,49.1,4397.78
"Watson, Sarah",Hudson,39,2. HS Grad,61.1,6275.87
"Williams, Trae",Fairlawn,43,1. < HS Grad,44.7,5076.82
"Penny, Abigail",Akron,63,4. College Grad,80.8,9205.21
"Fuller, Jenna",Akron,45,2. HS Grad,16.7,3115.87
"Uchida, Kavita",Akron,29,4. College Grad,32.7,3456.11
"Lasota, Franklin",Kent,37,2. HS Grad,43.2,6658.02
"Turner, Sarahray",Akron,29,3. Some College,53.6,6213.54
"Quintana, Kayla",Twinsburg,46,2. HS Grad,38.2,3887.05
"Marshall, Timothy",Twinsburg,51,4. College Grad,64.9,6415.57
"Haskins, Anna",Fairlawn,20,2. HS Grad,13.2,2492.9
"Meuli, Camron",Hudson,29,2. HS Grad,33.1,5048.48
"Miles, Jerrad",Akron,42,5. Advanced Degree,92.8,12942.8
"Huang, Dillon",Hudson,51,4. College Grad,67.4,7951.46
"Willingham, Tyler",Kent,32,3. Some College,45.1,3877.11
"Tesfamariam, Evelyn",Kent,36,1. < HS Grad,56.9,7061.73
"Cummings, Tianna",Fairlawn,46,1. < HS Grad,29.9,5042.53
"Rainbolt, Lorren",Hudson,49,4. College Grad,64.6,7577.04
"Angel, Nicholas",Akron,31,2. HS Grad,49.8,4909.66
"Johnson, Desmond",Akron,43,3. Some College,92.4,12768.34
"Murali, Tristan",Fairlawn,34,3. Some College,53.5,6595.91
"Cornelison, Brooklin",Fairlawn,35,3. Some College,108.7,11647.33
"Begay, Ashley",Stow,31,2. HS Grad,51.3,5279.78
"Guardamondo, Tia",Stow,50,5. Advanced Degree,190.4,25761.14
"Estrada, Karina",Kent,69,4. College Grad,31.5,2950.08
"Meier, Jericho",Akron,44,2. HS Grad,54.6,4642.07
"Rosen, Decarlo",Akron,46,2. HS Grad,33.7,4201.1
"Linehan, Lisa",Twinsburg,30,3. Some College,41.1,4467.93
"Butler, Danayshia",Twinsburg,49,5. Advanced Degree,105.8,14818.25
"Buie Van Lowe, Bryson",Akron,74,1. < HS Grad,40.7,4136.96
"Herndon, Ashleigh",Fairlawn,28,4. College Grad,55.7,8071.71
"Chavarria, Josiah",Solon,44,3. Some College,77.6,8265.55
"Garay-Gonzalez, Mason",Hudson,42,2. HS Grad,48.3,5859.27
"Westfall, Vicky",Kent,18,3. Some College,34,4761.28
"Howard, Isis",Akron,25,3. Some College,23.5,1368.78
"Garcia, Phillip",Akron,26,2. HS Grad,28.7,4899.82
"Braley, Skylinn",Akron,36,2. HS Grad,36.5,5064.3
"Thompson, Teanna",Akron,39,2. HS Grad,38,3948.42
"Miles, Trevon",Fairlawn,38,2. HS Grad,45,6508.91
"Solis Arroyo, Anthony",Akron,55,3. Some College,26.7,2381.05
"Crumley, Caroline",Fairlawn,57,2. HS Grad,50.2,5500.1
"Sandoval, Kai",Kent,20,4. College Grad,20.9,2991.03
"Huitt, Dilan",Fairlawn,57,4. College Grad,34,3696.32
"Saunders, Kevin",Fairlawn,52,3. Some College,71,9336.69
"Green, Daysha",Solon,60,5. Advanced Degree,69.8,6985.8
"Huntington, James",Solon,40,4. College Grad,59.1,5375.4
"Chaparro, Sharjuan",Kent,47,3. Some College,69.7,8846.93
"Stephens, Bryton",Akron,25,3. Some College,22.3,4011.43
"Yrineo, Michael",Fairlawn,36,2. HS Grad,65.2,6028.06
"Degala, Leah",Akron,46,2. HS Grad,58.3,6145.18
"Bramlett, Joshua",Fairlawn,48,4. College Grad,59.4,6724.78
"Steinhauer, Chance",Twinsburg,41,4. College Grad,55.7,6546.81
"Clegg, Kimia",Kent,49,4. College Grad,106,15123.64
"Bryant, Allison",Fairlawn,24,3. Some College,47.9,5187.08
"Stryhas Evans, Joshua",Fairlawn,41,2. HS Grad,43.6,5024.68
"Mach, Gary",Akron,40,2. HS Grad,28.7,4919.92
"Garza, Addam",Kent,30,3. Some College,71.2,9946.48
"Carter, Isszon",Fairlawn,44,2. HS Grad,66.5,5935.61
"Tafoya, Mersadez",Fairlawn,46,5. Advanced Degree,95.8,11066.48
"Edd, Miranda",Kent,38,5. Advanced Degree,187.1,26431.47
"Griffin, Malcolm",Fairlawn,50,2. HS Grad,43.6,3902.97
"Elio, Olivia",Akron,61,4. College Grad,81.7,8207.7
"Black, Wintana",Stow,44,2. HS Grad,52.4,5041.76
"Jones, Christopher",Kent,65,4. College Grad,20.7,1513.23
"Santos, Roberto",Hudson,42,3. Some College,47.2,5788.27
"Lee, Carl",Akron,44,3. Some College,46.5,6593.78
"Jones, Tianna",Twinsburg,32,2. HS Grad,40.1,3958.12
"Stroup, Aaron",Akron,50,3. Some College,37.1,4568.24
"Jallow, Jude",Solon,50,4. College Grad,110.6,14712.01
"Sanchir, Tiffany",Fairlawn,54,4. College Grad,82,9514
"Treto, Isamar",Kent,22,4. College Grad,38.9,2864.4
"Herrera, Benjamin",Fairlawn,40,5. Advanced Degree,67.4,6572.92
"Harrison, Michael",Stow,37,3. Some College,52.7,7063.18
"Bunting, Brandon",Fairlawn,51,2. HS Grad,54.8,5624.22
"Rodriguez, Zalina",Fairlawn,45,2. HS Grad,64.6,8459.44
"Walson, Jose",Hudson,45,3. Some College,81.3,11609.91
"Blackner, Phillip",Twinsburg,59,1. < HS Grad,32.6,5344.02
"Sale, Samuel",Twinsburg,45,2. HS Grad,59.1,7098
"Maron, Paige",Akron,46,5. Advanced Degree,185.8,27461.53
"Green, Tyler",Stow,51,4. College Grad,54.9,5592.78
"Rio, Cherisse",Fairlawn,54,3. Some College,56.3,5011.04
"Fraser, Joseph",Stow,56,2. HS Grad,75.7,8559.12
"Andrews, Morgan",Hudson,27,4. College Grad,74.9,7519.72
"Lopez-Ayala, Carlos",Stow,48,2. HS Grad,59.6,5788.11
"Qiang, Emily",Akron,70,1. < HS Grad,40.1,5341.8
"Biano, Samantha",Twinsburg,54,4. College Grad,79,8315.21
"Robertson, Benjamin",Stow,43,2. HS Grad,16.8,3143.48
"Johnson, Christian",Akron,46,4. College Grad,31.8,2390.65
"Roche, Sawyer",Akron,25,3. Some College,9.7,1610.89
"Williams, Larry",Akron,39,4. College Grad,184.1,24172.89
"Adams, Rian",Kent,40,4. College Grad,81.4,10325.24
"Salazar, Alonso",Kent,40,3. Some College,26.8,2288.06
"Ali, Nedim",Kent,38,4. College Grad,80.3,8088.5
"Garner, Kaylah",Solon,63,5. Advanced Degree,123.1,14136.94
"Verde, Richard",Solon,29,4. College Grad,57.9,6596.75
"Bryniarski, Riley",Akron,52,2. HS Grad,31.8,3927.59
"Hoang, Elsa",Kent,41,2. HS Grad,52.4,6743.21
"Bhatt, Remy",Akron,55,3. Some College,46.3,5861.19
"Regur, Abbegail",Akron,47,1. < HS Grad,39.3,3876.19
"Agasieva, Kyle",Kent,45,2. HS Grad,69.9,8804.53
"Langston, Kayla",Solon,33,3. Some College,43.7,4404
"Comstock, Erik",Kent,23,5. Advanced Degree,44.1,5897.83
"Rosati, Madison",Akron,50,3. Some College,36.4,4686.51
"Anaya, John-Wesley",Akron,47,3. Some College,43.3,5900.35
"Sotam, Marc",Fairlawn,46,5. Advanced Degree,69.8,9850.4
"Espinoza, Dominic",Hudson,36,3. Some College,53.5,5059.8
"Colten, Jason",Kent,57,3. Some College,45,3678.92
"Guevara, Mary",Hudson,45,2. HS Grad,52.3,5899.77
"Owens, Ishmael",Fairlawn,36,4. College Grad,55.3,5697.62
"Banks, London",Fairlawn,43,3. Some College,54.5,4882.03
"Gast, Michael",Akron,53,5. Advanced Degree,67.1,8287
"Robinson, Gabriela",Fairlawn,56,2. HS Grad,53.6,4885.55
"Geberkidane, Yvenson",Hudson,48,2. HS Grad,63.1,8677.1
"Pham, Jane",Kent,38,2. HS Grad,27.3,4053.17
"Cabanas, Dario",Kent,34,2. HS Grad,72.4,6856.04
"Tohtsonie, Matthew",Stow,33,3. Some College,40.9,3790.49
"Martin, Phillip",Fairlawn,36,2. HS Grad,48.2,6458.44
"Burreson, Cody",Fairlawn,30,2. HS Grad,40.2,6149.82
"Cassin, Patrick",Fairlawn,40,2. HS Grad,65,6048.42
"Wanberg, Kelsey",Hudson,25,4. College Grad,49.8,5083.02
"Akiyama, Mary",Twinsburg,45,4. College Grad,89.9,11364.96
"Zita, Christopher",Kent,38,4. College Grad,172.6,23244.42
"Jones, Victoria",Fairlawn,36,1. < HS Grad,36.3,4935.4
"Spaeth, Caroline",Akron,43,3. Some College,69.2,9106.07
"Montoya, Andrea",Akron,42,3. Some College,42,4317.64
"Moss, Melissa",Akron,55,2. HS Grad,49,5077.33
"Ball, Samantha",Akron,33,3. Some College,48.8,6732.64
"Holeso, Kathryn",Kent,42,3. Some College,38.4,4989.11
"Medina, Michelle",Akron,44,1. < HS Grad,54.5,6638.56
"Mach, Joseph",Kent,38,1. < HS Grad,50.7,6666.8
"Hernandez, Oscar",Kent,39,1. < HS Grad,37.8,3246.92
"Weeks, Cheyane",Fairlawn,64,1. < HS Grad,35.7,3885.48
"Hoffman, Cadin",Fairlawn,24,3. Some College,48.8,4829.92
"Roh, Quaid",Akron,56,2. HS Grad,79.7,10903.06
"Ta, Khulan",Fairlawn,45,2. HS Grad,48.7,3959.38
"Tindle, Marcus",Kent,34,4. College Grad,101.7,11414.96
"Mascolo, Jordan",Fairlawn,33,2. HS Grad,54.1,6654.73
"Armbruster, Rachel",Solon,25,2. HS Grad,45.9,3671.32
"Custer, Lauren",Akron,35,3. Some College,59.5,7419.6
"Brazeel, Rachel",Akron,43,2. HS Grad,45.9,6764.15
"King, Chenai",Kent,53,2. HS Grad,57.6,6358.52
"Hartmann, Mariah",Twinsburg,58,5. Advanced Degree,78.7,9432.57
"Ross, Austin",Akron,33,4. College Grad,65.8,6508.1
